flightNumber,departureCity,arrivalCity,departureTime,OrderID,ItemID,ItemName,UserID,SeatNumber,itemPrice,quantity,status,orderTime,itemWeight
100,Changi,Bangkok,2023-06-24 09:47:20,491,6,Coke,73,B1,5.0,5,Success,2023-06-24 21:47:20,0.1
102,Jakarta,Bangkok,2023-06-20 08:36:20,492,9,Perfume,88,C1,80.0,5,Success,2023-06-20 14:36:20,0.2
110,Melbourne,Changi,2023-06-23 03:00:20,493,1,Briyani,5,A2,25.0,5,Success,2023-06-23 05:00:20,0.5
110,Melbourne,Changi,2023-06-23 18:58:20,494,10,Hoodie,77,C2,70.0,3,Success,2023-06-24 02:58:20,1.5
110,Melbourne,Changi,2023-06-23 03:00:20,495,6,Coke,7,B3,5.0,3,Success,2023-06-23 10:00:20,0.1
107,Jakarta,Changi,2023-06-23 07:17:20,496,8,Plane Miniature,20,C2,50.0,3,Success,2023-06-23 18:17:20,0.8
100,Changi,Bangkok,2023-06-23 20:03:20,497,5,Dumplings,94,A2,20.0,5,Success,2023-06-24 02:03:20,0.4
109,Jakarta,Bangkok,2023-06-20 02:43:20,498,7,Beer,72,C2,8.0,1,Success,2023-06-20 07:43:20,0.3
102,Jakarta,Bangkok,2023-06-24 07:03:20,499,8,Plane Miniature,11,B3,50.0,5,Success,2023-06-24 18:03:20,0.8
106,Bangkok,Changi,2023-06-18 01:28:20,500,8,Plane Miniature,84,A2,50.0,1,Success,2023-06-18 07:28:20,0.8
106,Bangkok,Changi,2023-06-20 12:09:20,501,1,Briyani,89,C2,25.0,1,Success,2023-06-20 17:09:20,0.5
110,Melbourne,Changi,2023-06-18 13:16:20,502,7,Beer,66,B3,8.0,2,Success,2023-06-18 16:16:20,0.3
100,Changi,Bangkok,2023-06-20 07:03:20,503,1,Briyani,29,A2,25.0,1,Success,2023-06-20 13:03:20,0.5
109,Jakarta,Bangkok,2023-06-21 23:22:20,504,6,Coke,9,C1,5.0,2,Success,2023-06-22 10:22:20,0.1
100,Changi,Bangkok,2023-06-18 00:24:20,505,3,Sandwich,3,B2,12.0,2,Success,2023-06-18 11:24:20,0.3
105,Changi,Melbourne,2023-06-19 12:54:20,506,7,Beer,50,C2,8.0,3,Success,2023-06-19 19:54:20,0.3
103,Manila,Changi,2023-06-20 12:38:20,507,2,Nasi Lemak,4,A2,15.0,5,Success,2023-06-21 00:38:20,0.7
107,Jakarta,Changi,2023-06-20 11:44:20,508,3,Sandwich,27,B1,12.0,5,Success,2023-06-20 21:44:20,0.3
109,Jakarta,Bangkok,2023-06-18 05:15:20,509,7,Beer,71,B3,8.0,3,Success,2023-06-18 17:15:20,0.3
105,Changi,Melbourne,2023-06-21 04:18:20,510,7,Beer,26,A3,8.0,4,Success,2023-06-21 06:18:20,0.3
101,Changi,Jakarta,2023-06-19 04:42:20,511,2,Nasi Lemak,50,C1,15.0,3,Success,2023-06-19 06:42:20,0.7
109,Jakarta,Bangkok,2023-06-21 19:47:20,512,10,Hoodie,47,B2,70.0,2,Success,2023-06-22 00:47:20,1.5
105,Changi,Melbourne,2023-06-21 04:18:20,513,1,Briyani,94,C3,25.0,4,Success,2023-06-21 08:18:20,0.5
107,Jakarta,Changi,2023-06-20 11:44:20,514,2,Nasi Lemak,98,B1,15.0,2,Success,2023-06-20 16:44:20,0.7
110,Melbourne,Changi,2023-06-21 19:06:20,515,9,Perfume,68,B1,80.0,3,Success,2023-06-22 06:06:20,0.2
100,Changi,Bangkok,2023-06-18 17:05:20,516,2,Nasi Lemak,32,C2,15.0,1,Success,2023-06-18 20:05:20,0.7
104,Changi,Kuching,2023-06-23 23:07:20,517,8,Plane Miniature,29,A3,50.0,4,Success,2023-06-24 09:07:20,0.8
106,Bangkok,Changi,2023-06-18 01:28:20,518,6,Coke,79,A3,5.0,2,Success,2023-06-18 10:28:20,0.1
106,Bangkok,Changi,2023-06-18 22:19:20,519,7,Beer,4,A2,8.0,4,Success,2023-06-19 01:19:20,0.3
102,Jakarta,Bangkok,2023-06-22 16:43:20,520,6,Coke,89,B2,5.0,2,Success,2023-06-22 17:43:20,0.1
105,Changi,Melbourne,2023-06-20 20:04:20,521,4,Sushi,60,C2,30.0,5,Success,2023-06-20 23:04:20,0.2
102,Jakarta,Bangkok,2023-06-24 07:03:20,522,9,Perfume,69,B3,80.0,3,Success,2023-06-24 11:03:20,0.2
100,Changi,Bangkok,2023-06-23 20:03:20,523,3,Sandwich,50,B3,12.0,1,Success,2023-06-24 06:03:20,0.3
106,Bangkok,Changi,2023-06-18 22:19:20,524,8,Plane Miniature,55,B3,50.0,2,Success,2023-06-19 03:19:20,0.8
101,Changi,Jakarta,2023-06-23 07:02:20,525,4,Sushi,67,C1,30.0,2,Success,2023-06-23 16:02:20,0.2
100,Changi,Bangkok,2023-06-23 20:03:20,526,1,Briyani,71,B2,25.0,2,Success,2023-06-23 20:03:20,0.5
109,Jakarta,Bangkok,2023-06-21 19:47:20,527,7,Beer,69,C3,8.0,2,Success,2023-06-22 01:47:20,0.3
108,Changi,Manila,2023-06-20 14:11:20,528,4,Sushi,58,B3,30.0,5,Success,2023-06-20 19:11:20,0.2
107,Jakarta,Changi,2023-06-20 11:44:20,529,8,Plane Miniature,30,B1,50.0,5,Success,2023-06-20 18:44:20,0.8
100,Changi,Bangkok,2023-06-24 09:47:20,530,5,Dumplings,17,C1,20.0,2,Success,2023-06-24 21:47:20,0.4
100,Changi,Bangkok,2023-06-23 20:03:20,531,2,Nasi Lemak,42,C1,15.0,5,Success,2023-06-24 00:03:20,0.7
105,Changi,Melbourne,2023-06-20 20:04:20,532,4,Sushi,83,A3,30.0,4,Success,2023-06-21 05:04:20,0.2
109,Jakarta,Bangkok,2023-06-21 19:47:20,533,6,Coke,8,A3,5.0,1,Success,2023-06-22 06:47:20,0.1
108,Changi,Manila,2023-06-20 14:11:20,534,9,Perfume,57,C2,80.0,5,Success,2023-06-20 18:11:20,0.2
103,Manila,Changi,2023-06-22 12:46:20,535,8,Plane Miniature,48,B3,50.0,1,Success,2023-06-22 15:46:20,0.8
105,Changi,Melbourne,2023-06-21 04:18:20,536,3,Sandwich,87,C2,12.0,5,Success,2023-06-21 05:18:20,0.3
100,Changi,Bangkok,2023-06-23 20:03:20,537,2,Nasi Lemak,57,A3,15.0,3,Success,2023-06-24 02:03:20,0.7
105,Changi,Melbourne,2023-06-21 04:18:20,538,10,Hoodie,45,C3,70.0,1,Success,2023-06-21 15:18:20,1.5
104,Changi,Kuching,2023-06-17 18:46:20,539,8,Plane Miniature,69,A3,50.0,1,Success,2023-06-17 18:46:20,0.8
104,Changi,Kuching,2023-06-23 23:07:20,540,8,Plane Miniature,8,B1,50.0,1,Success,2023-06-24 04:07:20,0.8
101,Changi,Jakarta,2023-06-18 19:35:20,541,1,Briyani,15,A2,25.0,2,Success,2023-06-19 00:35:20,0.5
103,Manila,Changi,2023-06-21 01:44:20,542,8,Plane Miniature,36,B3,50.0,1,Success,2023-06-21 05:44:20,0.8
100,Changi,Bangkok,2023-06-20 07:03:20,543,8,Plane Miniature,24,A3,50.0,3,Success,2023-06-20 10:03:20,0.8
110,Melbourne,Changi,2023-06-19 07:52:20,544,8,Plane Miniature,37,A2,50.0,3,Success,2023-06-19 08:52:20,0.8
103,Manila,Changi,2023-06-20 12:38:20,545,10,Hoodie,30,A2,70.0,4,Success,2023-06-20 14:38:20,1.5
110,Melbourne,Changi,2023-06-21 19:06:20,546,4,Sushi,74,C3,30.0,5,Success,2023-06-21 19:06:20,0.2
100,Changi,Bangkok,2023-06-18 00:24:20,547,3,Sandwich,75,B1,12.0,1,Success,2023-06-18 06:24:20,0.3
107,Jakarta,Changi,2023-06-20 11:44:20,548,2,Nasi Lemak,10,A3,15.0,2,Success,2023-06-20 18:44:20,0.7
107,Jakarta,Changi,2023-06-20 11:44:20,549,7,Beer,85,A3,8.0,1,Success,2023-06-20 15:44:20,0.3
105,Changi,Melbourne,2023-06-19 12:54:20,550,6,Coke,65,C1,5.0,3,Success,2023-06-19 17:54:20,0.1
106,Bangkok,Changi,2023-06-21 23:25:20,551,10,Hoodie,86,C2,70.0,2,Success,2023-06-22 02:25:20,1.5
103,Manila,Changi,2023-06-21 11:14:20,552,7,Beer,31,A2,8.0,1,Success,2023-06-21 12:14:20,0.3
110,Melbourne,Changi,2023-06-23 18:58:20,553,5,Dumplings,61,C3,20.0,1,Success,2023-06-23 21:58:20,0.4
103,Manila,Changi,2023-06-21 04:34:20,554,2,Nasi Lemak,20,B1,15.0,2,Success,2023-06-21 13:34:20,0.7
107,Jakarta,Changi,2023-06-22 05:54:20,555,6,Coke,72,C2,5.0,4,Success,2023-06-22 15:54:20,0.1
104,Changi,Kuching,2023-06-23 14:43:20,556,9,Perfume,65,B1,80.0,4,Success,2023-06-23 21:43:20,0.2
106,Bangkok,Changi,2023-06-21 23:25:20,557,10,Hoodie,50,C3,70.0,4,Success,2023-06-22 07:25:20,1.5
110,Melbourne,Changi,2023-06-18 13:16:20,558,4,Sushi,4,B3,30.0,1,Success,2023-06-18 19:16:20,0.2
106,Bangkok,Changi,2023-06-20 12:09:20,559,9,Perfume,57,A1,80.0,2,Success,2023-06-20 15:09:20,0.2
109,Jakarta,Bangkok,2023-06-18 05:15:20,560,1,Briyani,44,B3,25.0,5,Success,2023-06-18 10:15:20,0.5
107,Jakarta,Changi,2023-06-23 07:17:20,561,5,Dumplings,24,B2,20.0,1,Success,2023-06-23 11:17:20,0.4
102,Jakarta,Bangkok,2023-06-22 16:43:20,562,2,Nasi Lemak,99,A3,15.0,1,Success,2023-06-22 16:43:20,0.7
103,Manila,Changi,2023-06-21 11:14:20,563,2,Nasi Lemak,19,C2,15.0,2,Success,2023-06-21 16:14:20,0.7
103,Manila,Changi,2023-06-21 11:14:20,564,9,Perfume,51,A2,80.0,1,Success,2023-06-21 22:14:20,0.2
106,Bangkok,Changi,2023-06-20 12:09:20,565,1,Briyani,63,A3,25.0,3,Success,2023-06-20 20:09:20,0.5
103,Manila,Changi,2023-06-22 12:46:20,566,2,Nasi Lemak,85,A2,15.0,5,Success,2023-06-22 20:46:20,0.7
101,Changi,Jakarta,2023-06-20 15:02:20,567,1,Briyani,53,B1,25.0,2,Success,2023-06-20 17:02:20,0.5
103,Manila,Changi,2023-06-21 04:34:20,568,2,Nasi Lemak,39,B3,15.0,4,Success,2023-06-21 14:34:20,0.7
102,Jakarta,Bangkok,2023-06-22 16:43:20,569,2,Nasi Lemak,26,A1,15.0,3,Success,2023-06-23 03:43:20,0.7
105,Changi,Melbourne,2023-06-20 11:38:20,570,5,Dumplings,25,C3,20.0,2,Success,2023-06-20 21:38:20,0.4
109,Jakarta,Bangkok,2023-06-18 05:15:20,571,4,Sushi,67,A1,30.0,1,Success,2023-06-18 10:15:20,0.2
100,Changi,Bangkok,2023-06-24 09:47:20,572,5,Dumplings,82,A1,20.0,5,Success,2023-06-24 15:47:20,0.4
103,Manila,Changi,2023-06-21 04:34:20,573,10,Hoodie,99,A3,70.0,3,Success,2023-06-21 06:34:20,1.5
110,Melbourne,Changi,2023-06-19 07:52:20,574,9,Perfume,29,A1,80.0,1,Success,2023-06-19 16:52:20,0.2
103,Manila,Changi,2023-06-21 11:14:20,575,2,Nasi Lemak,25,B2,15.0,2,Success,2023-06-21 21:14:20,0.7
110,Melbourne,Changi,2023-06-18 13:16:20,576,9,Perfume,6,C1,80.0,3,Success,2023-06-19 00:16:20,0.2
108,Changi,Manila,2023-06-22 02:21:20,577,9,Perfume,89,B1,80.0,1,Success,2023-06-22 10:21:20,0.2
106,Bangkok,Changi,2023-06-20 12:09:20,578,7,Beer,21,A2,8.0,3,Success,2023-06-20 15:09:20,0.3
101,Changi,Jakarta,2023-06-23 07:02:20,579,3,Sandwich,68,C3,12.0,4,Success,2023-06-23 17:02:20,0.3
104,Changi,Kuching,2023-06-17 18:46:20,580,2,Nasi Lemak,42,A1,15.0,5,Success,2023-06-18 04:46:20,0.7
107,Jakarta,Changi,2023-06-22 05:54:20,581,1,Briyani,80,B3,25.0,4,Success,2023-06-22 17:54:20,0.5
109,Jakarta,Bangkok,2023-06-21 23:22:20,582,6,Coke,27,C2,5.0,3,Success,2023-06-22 10:22:20,0.1
103,Manila,Changi,2023-06-21 04:34:20,583,2,Nasi Lemak,53,C2,15.0,5,Success,2023-06-21 11:34:20,0.7
105,Changi,Melbourne,2023-06-18 16:39:20,584,6,Coke,70,A3,5.0,1,Success,2023-06-18 20:39:20,0.1
105,Changi,Melbourne,2023-06-21 04:18:20,585,3,Sandwich,56,A2,12.0,2,Success,2023-06-21 12:18:20,0.3
107,Jakarta,Changi,2023-06-20 11:44:20,586,7,Beer,59,A2,8.0,3,Success,2023-06-20 20:44:20,0.3
106,Bangkok,Changi,2023-06-18 20:32:20,587,8,Plane Miniature,85,B3,50.0,5,Success,2023-06-19 06:32:20,0.8
106,Bangkok,Changi,2023-06-21 23:25:20,588,1,Briyani,72,A3,25.0,2,Success,2023-06-21 23:25:20,0.5
108,Changi,Manila,2023-06-20 14:11:20,589,4,Sushi,54,C3,30.0,2,Success,2023-06-20 18:11:20,0.2
109,Jakarta,Bangkok,2023-06-23 03:18:20,590,6,Coke,98,B2,5.0,3,Success,2023-06-23 07:18:20,0.1
107,Jakarta,Changi,2023-06-21 16:46:20,591,2,Nasi Lemak,53,A1,15.0,3,Success,2023-06-21 17:46:20,0.7
101,Changi,Jakarta,2023-06-19 04:42:20,592,6,Coke,33,A1,5.0,1,Success,2023-06-19 16:42:20,0.1
109,Jakarta,Bangkok,2023-06-23 03:18:20,593,6,Coke,77,A1,5.0,5,Success,2023-06-23 07:18:20,0.1
104,Changi,Kuching,2023-06-23 14:43:20,594,3,Sandwich,81,C1,12.0,2,Success,2023-06-23 21:43:20,0.3
109,Jakarta,Bangkok,2023-06-20 02:43:20,595,7,Beer,67,C2,8.0,3,Success,2023-06-20 03:43:20,0.3
104,Changi,Kuching,2023-06-21 04:39:20,596,8,Plane Miniature,22,B2,50.0,4,Success,2023-06-21 07:39:20,0.8
107,Jakarta,Changi,2023-06-22 05:54:20,597,9,Perfume,50,B2,80.0,5,Success,2023-06-22 08:54:20,0.2
102,Jakarta,Bangkok,2023-06-19 06:51:20,598,7,Beer,2,A3,8.0,3,Success,2023-06-19 13:51:20,0.3
106,Bangkok,Changi,2023-06-18 01:28:20,599,10,Hoodie,32,C2,70.0,5,Success,2023-06-18 13:28:20,1.5
106,Bangkok,Changi,2023-06-18 22:19:20,600,3,Sandwich,70,A3,12.0,2,Success,2023-06-19 04:19:20,0.3
101,Changi,Jakarta,2023-06-20 11:23:20,601,5,Dumplings,80,B3,20.0,2,Success,2023-06-20 20:23:20,0.4
100,Changi,Bangkok,2023-06-24 09:47:20,602,8,Plane Miniature,78,B1,50.0,3,Success,2023-06-24 15:47:20,0.8
100,Changi,Bangkok,2023-06-18 17:05:20,603,3,Sandwich,63,C1,12.0,1,Success,2023-06-18 17:05:20,0.3
102,Jakarta,Bangkok,2023-06-24 01:11:20,604,9,Perfume,7,C2,80.0,3,Success,2023-06-24 07:11:20,0.2
107,Jakarta,Changi,2023-06-20 11:44:20,605,2,Nasi Lemak,41,C3,15.0,1,Success,2023-06-20 17:44:20,0.7
102,Jakarta,Bangkok,2023-06-22 16:43:20,606,2,Nasi Lemak,66,C2,15.0,2,Success,2023-06-22 16:43:20,0.7
106,Bangkok,Changi,2023-06-18 22:19:20,607,9,Perfume,22,B3,80.0,5,Success,2023-06-18 23:19:20,0.2
110,Melbourne,Changi,2023-06-19 07:52:20,608,1,Briyani,56,B3,25.0,1,Success,2023-06-19 09:52:20,0.5
104,Changi,Kuching,2023-06-20 11:35:20,609,3,Sandwich,100,B2,12.0,4,Success,2023-06-20 23:35:20,0.3
110,Melbourne,Changi,2023-06-23 18:58:20,610,9,Perfume,11,A2,80.0,2,Success,2023-06-23 20:58:20,0.2
106,Bangkok,Changi,2023-06-18 22:19:20,611,10,Hoodie,91,A3,70.0,3,Success,2023-06-19 03:19:20,1.5
101,Changi,Jakarta,2023-06-20 15:02:20,612,8,Plane Miniature,90,A3,50.0,5,Success,2023-06-20 17:02:20,0.8
107,Jakarta,Changi,2023-06-21 22:18:20,613,9,Perfume,57,C1,80.0,2,Success,2023-06-22 01:18:20,0.2
105,Changi,Melbourne,2023-06-20 11:38:20,614,4,Sushi,9,A1,30.0,2,Success,2023-06-20 22:38:20,0.2
100,Changi,Bangkok,2023-06-18 00:24:20,615,9,Perfume,55,A2,80.0,5,Success,2023-06-18 02:24:20,0.2
105,Changi,Melbourne,2023-06-21 04:18:20,616,8,Plane Miniature,83,A2,50.0,5,Success,2023-06-21 13:18:20,0.8
102,Jakarta,Bangkok,2023-06-22 16:43:20,617,8,Plane Miniature,48,C2,50.0,4,Success,2023-06-22 22:43:20,0.8
110,Melbourne,Changi,2023-06-19 07:52:20,618,9,Perfume,19,A1,80.0,3,Success,2023-06-19 12:52:20,0.2
102,Jakarta,Bangkok,2023-06-24 07:03:20,619,5,Dumplings,6,C3,20.0,1,Success,2023-06-24 18:03:20,0.4
103,Manila,Changi,2023-06-22 12:46:20,620,3,Sandwich,45,C2,12.0,3,Success,2023-06-22 20:46:20,0.3
103,Manila,Changi,2023-06-22 12:46:20,621,2,Nasi Lemak,3,C1,15.0,1,Success,2023-06-22 21:46:20,0.7
100,Changi,Bangkok,2023-06-23 20:03:20,622,6,Coke,26,A2,5.0,4,Success,2023-06-24 02:03:20,0.1
105,Changi,Melbourne,2023-06-20 11:38:20,623,1,Briyani,10,A2,25.0,1,Success,2023-06-20 12:38:20,0.5
102,Jakarta,Bangkok,2023-06-20 08:36:20,624,5,Dumplings,65,A3,20.0,3,Success,2023-06-20 08:36:20,0.4
100,Changi,Bangkok,2023-06-18 17:05:20,625,2,Nasi Lemak,91,A1,15.0,1,Success,2023-06-19 04:05:20,0.7
103,Manila,Changi,2023-06-21 04:34:20,626,10,Hoodie,17,B1,70.0,4,Success,2023-06-21 12:34:20,1.5
103,Manila,Changi,2023-06-20 12:38:20,627,6,Coke,33,C1,5.0,2,Success,2023-06-20 15:38:20,0.1
105,Changi,Melbourne,2023-06-18 16:39:20,628,9,Perfume,59,A2,80.0,4,Success,2023-06-19 01:39:20,0.2
101,Changi,Jakarta,2023-06-18 19:35:20,629,9,Perfume,49,C3,80.0,1,Success,2023-06-18 20:35:20,0.2
105,Changi,Melbourne,2023-06-18 16:39:20,630,2,Nasi Lemak,94,A1,15.0,2,Success,2023-06-18 17:39:20,0.7
106,Bangkok,Changi,2023-06-20 12:09:20,631,9,Perfume,22,C2,80.0,2,Success,2023-06-20 12:09:20,0.2
104,Changi,Kuching,2023-06-20 11:35:20,632,4,Sushi,90,C1,30.0,5,Success,2023-06-20 14:35:20,0.2
106,Bangkok,Changi,2023-06-18 01:28:20,633,6,Coke,33,A1,5.0,4,Success,2023-06-18 05:28:20,0.1
102,Jakarta,Bangkok,2023-06-22 16:43:20,634,7,Beer,70,C1,8.0,5,Success,2023-06-23 01:43:20,0.3
103,Manila,Changi,2023-06-21 04:34:20,635,2,Nasi Lemak,17,B2,15.0,5,Success,2023-06-21 04:34:20,0.7
108,Changi,Manila,2023-06-22 02:21:20,636,8,Plane Miniature,43,C1,50.0,2,Success,2023-06-22 12:21:20,0.8
107,Jakarta,Changi,2023-06-21 16:46:20,637,3,Sandwich,22,C2,12.0,1,Success,2023-06-21 22:46:20,0.3
102,Jakarta,Bangkok,2023-06-19 06:51:20,638,8,Plane Miniature,34,B2,50.0,1,Success,2023-06-19 17:51:20,0.8
104,Changi,Kuching,2023-06-20 11:35:20,639,6,Coke,2,A2,5.0,1,Success,2023-06-20 18:35:20,0.1
100,Changi,Bangkok,2023-06-20 07:03:20,640,3,Sandwich,19,A3,12.0,1,Success,2023-06-20 14:03:20,0.3
105,Changi,Melbourne,2023-06-20 20:04:20,641,2,Nasi Lemak,42,A2,15.0,1,Success,2023-06-21 06:04:20,0.7
101,Changi,Jakarta,2023-06-18 19:35:20,642,6,Coke,7,A3,5.0,1,Success,2023-06-18 21:35:20,0.1
100,Changi,Bangkok,2023-06-24 09:47:20,643,5,Dumplings,46,A3,20.0,4,Success,2023-06-24 13:47:20,0.4
101,Changi,Jakarta,2023-06-20 11:23:20,644,1,Briyani,4,A3,25.0,3,Success,2023-06-20 16:23:20,0.5
108,Changi,Manila,2023-06-22 02:21:20,645,1,Briyani,33,B3,25.0,4,Success,2023-06-22 08:21:20,0.5
108,Changi,Manila,2023-06-21 20:27:20,646,3,Sandwich,48,A1,12.0,3,Success,2023-06-22 01:27:20,0.3
102,Jakarta,Bangkok,2023-06-24 01:11:20,647,2,Nasi Lemak,5,B3,15.0,5,Success,2023-06-24 03:11:20,0.7
100,Changi,Bangkok,2023-06-20 07:03:20,648,2,Nasi Lemak,37,B1,15.0,3,Success,2023-06-20 16:03:20,0.7
104,Changi,Kuching,2023-06-23 14:43:20,649,8,Plane Miniature,85,C2,50.0,2,Success,2023-06-23 14:43:20,0.8
106,Bangkok,Changi,2023-06-20 12:09:20,650,9,Perfume,65,A1,80.0,1,Success,2023-06-20 17:09:20,0.2
101,Changi,Jakarta,2023-06-20 11:23:20,651,6,Coke,79,A3,5.0,3,Success,2023-06-20 13:23:20,0.1
100,Changi,Bangkok,2023-06-24 09:47:20,652,1,Briyani,80,C3,25.0,2,Success,2023-06-24 09:47:20,0.5
103,Manila,Changi,2023-06-22 12:46:20,653,2,Nasi Lemak,47,C1,15.0,5,Success,2023-06-22 17:46:20,0.7
108,Changi,Manila,2023-06-20 14:11:20,654,10,Hoodie,91,B2,70.0,4,Success,2023-06-20 22:11:20,1.5
102,Jakarta,Bangkok,2023-06-20 08:36:20,655,2,Nasi Lemak,50,B3,15.0,5,Success,2023-06-20 11:36:20,0.7
110,Melbourne,Changi,2023-06-19 07:52:20,656,3,Sandwich,39,B2,12.0,4,Success,2023-06-19 19:52:20,0.3
104,Changi,Kuching,2023-06-21 04:39:20,657,8,Plane Miniature,42,A1,50.0,3,Success,2023-06-21 04:39:20,0.8
107,Jakarta,Changi,2023-06-21 16:46:20,658,3,Sandwich,26,A2,12.0,2,Success,2023-06-22 04:46:20,0.3
105,Changi,Melbourne,2023-06-18 16:39:20,659,7,Beer,100,A1,8.0,3,Success,2023-06-19 03:39:20,0.3
100,Changi,Bangkok,2023-06-24 09:47:20,660,1,Briyani,16,C3,25.0,3,Success,2023-06-24 12:47:20,0.5
108,Changi,Manila,2023-06-18 10:29:20,661,3,Sandwich,86,A1,12.0,5,Success,2023-06-18 13:29:20,0.3
109,Jakarta,Bangkok,2023-06-21 19:47:20,662,6,Coke,6,A1,5.0,2,Success,2023-06-22 04:47:20,0.1
107,Jakarta,Changi,2023-06-22 05:54:20,663,6,Coke,15,B3,5.0,4,Success,2023-06-22 05:54:20,0.1
101,Changi,Jakarta,2023-06-23 07:02:20,664,9,Perfume,100,B1,80.0,2,Success,2023-06-23 07:02:20,0.2
103,Manila,Changi,2023-06-21 01:44:20,665,5,Dumplings,54,A3,20.0,2,Success,2023-06-21 12:44:20,0.4
103,Manila,Changi,2023-06-20 12:38:20,666,9,Perfume,57,A3,80.0,5,Success,2023-06-20 22:38:20,0.2
106,Bangkok,Changi,2023-06-18 22:19:20,667,8,Plane Miniature,5,B1,50.0,1,Success,2023-06-19 00:19:20,0.8
109,Jakarta,Bangkok,2023-06-18 05:15:20,668,6,Coke,95,A2,5.0,1,Success,2023-06-18 11:15:20,0.1
110,Melbourne,Changi,2023-06-19 07:52:20,669,4,Sushi,7,B2,30.0,3,Success,2023-06-19 12:52:20,0.2
107,Jakarta,Changi,2023-06-23 07:17:20,670,2,Nasi Lemak,23,B1,15.0,1,Success,2023-06-23 09:17:20,0.7
108,Changi,Manila,2023-06-20 14:11:20,671,4,Sushi,72,B1,30.0,3,Success,2023-06-20 20:11:20,0.2
108,Changi,Manila,2023-06-18 10:29:20,672,5,Dumplings,73,B2,20.0,5,Success,2023-06-18 17:29:20,0.4
109,Jakarta,Bangkok,2023-06-21 19:47:20,673,6,Coke,44,A3,5.0,2,Success,2023-06-21 20:47:20,0.1
107,Jakarta,Changi,2023-06-21 22:18:20,674,6,Coke,73,A3,5.0,3,Success,2023-06-22 06:18:20,0.1
108,Changi,Manila,2023-06-24 16:46:20,675,5,Dumplings,98,A1,20.0,2,Success,2023-06-25 01:46:20,0.4
104,Changi,Kuching,2023-06-23 14:43:20,676,10,Hoodie,22,A1,70.0,4,Success,2023-06-23 16:43:20,1.5
108,Changi,Manila,2023-06-24 16:46:20,677,5,Dumplings,54,C3,20.0,1,Success,2023-06-24 20:46:20,0.4
102,Jakarta,Bangkok,2023-06-24 01:11:20,678,9,Perfume,62,C3,80.0,5,Success,2023-06-24 08:11:20,0.2
102,Jakarta,Bangkok,2023-06-19 06:51:20,679,7,Beer,13,B1,8.0,1,Success,2023-06-19 11:51:20,0.3
109,Jakarta,Bangkok,2023-06-18 05:15:20,680,7,Beer,4,C2,8.0,4,Success,2023-06-18 17:15:20,0.3
108,Changi,Manila,2023-06-20 14:11:20,681,5,Dumplings,37,A2,20.0,2,Success,2023-06-21 02:11:20,0.4
104,Changi,Kuching,2023-06-21 04:39:20,682,8,Plane Miniature,72,A3,50.0,2,Success,2023-06-21 05:39:20,0.8
100,Changi,Bangkok,2023-06-18 00:24:20,683,3,Sandwich,84,C1,12.0,5,Success,2023-06-18 09:24:20,0.3
101,Changi,Jakarta,2023-06-18 19:35:20,684,10,Hoodie,55,B1,70.0,4,Success,2023-06-19 00:35:20,1.5
105,Changi,Melbourne,2023-06-21 04:18:20,685,7,Beer,59,C2,8.0,2,Success,2023-06-21 05:18:20,0.3
109,Jakarta,Bangkok,2023-06-18 05:15:20,686,7,Beer,100,A2,8.0,1,Success,2023-06-18 17:15:20,0.3
107,Jakarta,Changi,2023-06-21 22:18:20,687,2,Nasi Lemak,10,A2,15.0,5,Success,2023-06-22 05:18:20,0.7
104,Changi,Kuching,2023-06-17 18:46:20,688,3,Sandwich,18,C2,12.0,1,Success,2023-06-18 02:46:20,0.3
101,Changi,Jakarta,2023-06-20 15:02:20,689,9,Perfume,24,C3,80.0,5,Success,2023-06-20 17:02:20,0.2
109,Jakarta,Bangkok,2023-06-21 19:47:20,690,7,Beer,81,A3,8.0,3,Success,2023-06-21 22:47:20,0.3
109,Jakarta,Bangkok,2023-06-23 03:18:20,691,7,Beer,13,A3,8.0,4,Success,2023-06-23 05:18:20,0.3
101,Changi,Jakarta,2023-06-19 04:42:20,692,5,Dumplings,83,A3,20.0,2,Success,2023-06-19 11:42:20,0.4
108,Changi,Manila,2023-06-20 14:11:20,693,9,Perfume,82,B1,80.0,5,Success,2023-06-20 22:11:20,0.2
110,Melbourne,Changi,2023-06-18 13:16:20,694,10,Hoodie,21,B2,70.0,1,Success,2023-06-18 13:16:20,1.5
101,Changi,Jakarta,2023-06-23 07:02:20,695,1,Briyani,27,A2,25.0,1,Success,2023-06-23 08:02:20,0.5
106,Bangkok,Changi,2023-06-20 12:09:20,696,10,Hoodie,78,A3,70.0,5,Success,2023-06-20 18:09:20,1.5
102,Jakarta,Bangkok,2023-06-22 16:43:20,697,9,Perfume,30,C3,80.0,4,Success,2023-06-22 16:43:20,0.2
107,Jakarta,Changi,2023-06-20 11:44:20,698,2,Nasi Lemak,58,A2,15.0,3,Success,2023-06-20 22:44:20,0.7
103,Manila,Changi,2023-06-21 01:44:20,699,2,Nasi Lemak,21,A1,15.0,4,Success,2023-06-21 03:44:20,0.7
106,Bangkok,Changi,2023-06-21 23:25:20,700,1,Briyani,78,B2,25.0,4,Success,2023-06-22 07:25:20,0.5
105,Changi,Melbourne,2023-06-20 11:38:20,701,10,Hoodie,80,A2,70.0,4,Success,2023-06-20 18:38:20,1.5
